"id", "catalog_number", "description"
"16183","UCX09-27","AMI UCX09-27 1-11/16 MEDIUM DUTY WIDE SET SCREW"
"16182","UCX09-26","AMI UCX09-26 1-5/8 MEDIUM DUTY WIDE SET SCREW BE"
"16181","UCX09","AMI UCX09 45MM MEDIUM DUTY WIDE SET SCREW BEA"
"16175","SUE206FS","AMI SUE206FS 30MM NORMAL WIDE CYL O.D. ACCU-LOC LOCKING"
"16039","UK208+HS2308","AMI UK208+HS2308 1-3/8 NORMAL DUTY WIDE ADAPTER SLEE LOCKINGBEARING (W/ADAPTER)"
"16038","UK208+HE2308","AMI UK208+HE2308 1-1/4 NORMAL DUTY WIDE ADAPTER SLEE LOCKINGBEARING (W/ADAPTER)"
"16037","UK208+HA2308","AMI UK208+HA2308 1-5/16 NORMAL DUTY WIDE ADAPTER SLE LOCKINGBEARING (W/ADAPTER)"
"16036","UK208+H2308","AMI UK208+H2308 35MM NORMAL DUTY WIDE ADAPTER SLEEV"
"16035","SER210","AMI SER210 50MM NORMAL WIDE CYL O.D. SET SCREW"
"15908","KHR211-35","AMI KHR211-35 2-3/16 NORMAL NARROW CYL O.D. ECCEN WIDTHCYLINDRICAL O.D. BEARING"
"15906","KHR211-32","AMI KHR211-32 2 NORMAL NARROW CYL O.D. ECCENTRIC O.D. BEARING"
"15905","KH211-35","AMI KH211-35 2-3/16 NORMAL NARROW WIDTH ECCENTRI BEARINGECCENTRIC LOCKING COLLAR"
"15904","KH211-34","AMI KH211-34 2-1/8 NORMAL NARROW WIDTH ECCENTRIC BEARINGECCENTRIC LOCKING COLLAR"
"15903","KH211-32","AMI KH211-32 2 NORMAL NARROW WIDTH ECCENTRIC COL LOCKING COLLAR"
"15902","KH211","AMI KH211 55MM NORMAL NARROW WIDTH ECCENTRIC LOCKING COLLAR"
"15829","UKX09+HS2309","AMI UKX09+HS2309 1-5/8 MEDIUM DUTY WIDE ADAPTER SLEE DUTY ADAPTER LOCKING"
"15828","UKX09+HE2309","AMI UKX09+HE2309 1-1/2 MEDIUM DUTY WIDE ADAPTER SLEE"
"15827","UKX09+HA2309","AMI UKX09+HA2309 1-7/16 MEDIUM DUTY WIDE ADAPTER SLE DUTY"
"15826","UKX09+H2309","AMI UKX09+H2309 40MM MEDIUM DUTY WIDE ADAPTER SLEEV ADAPTER LOCKING"
"15651","SER210FS","AMI SER210FS 50MM NORMAL WIDE CYL O.D. SET SCREW SPINNING"
"15650","SER210-31FS","AMI SER210-31FS 1-15/16 NORMAL WIDE CYL O.D. SET SC STEEL CAGE"
"15641","SUE207","AMI SUE207 35MM NORMAL WIDE CYL O.D. ACCU-LOC"
"15640","UE207","AMI UE207 35MM NORMAL DUTY WIDE ACCU-LOC BEAR"
"15605","UC207C4HR5","AMI UC207C4HR5 35MM NORMAL HIGH TEMP (400 DEG) SET"
"15604","UC207-23C4HR5","AMI UC207-23C4HR5 1-7/16 NORMAL HIGH TEMP (400 DEG) S DEGREES)"
"15603","UC207-22C4HR5","AMI UC207-22C4HR5 1-3/8 NORMAL HIGH TEMP (400 DEG) SE"
"15602","UC207-21C4HR5","AMI UC207-21C4HR5 1-5/16 NORMAL HIGH TEMP (400 DEG) S DEGREES)"
"15601","UC207-20C4HR5","AMI UC207-20C4HR5 1-1/4 NORMAL HIGH TEMP (400 DEG) SE"
"15594","UK209+HS2309","AMI UK209+HS2309 1-5/8 NORMAL DUTY WIDE ADAPTER SLEE LOCKINGBEARING (W/ADAPTER)"
"15593","UK209+HE2309","AMI UK209+HE2309 1-1/2 NORMAL DUTY WIDE ADAPTER SLEE LOCKINGBEARING ( W/ADAPTER)"
"15592","UK209+HA2309","AMI UK209+HA2309 1-7/16 NORMAL DUTY WIDE ADAPTER SLE LOCKINGBEARING (W/ADAPTER)"
"15591","UK209+H2309","AMI UK209+H2309 40MM NORMAL DUTY WIDE ADAPTER SLEEV"
"15310","UE207-23","AMI UE207-23 1-7/16 NORMAL DUTY WIDE ACCU-LOC BE"
"15309","UE207-22","AMI UE207-22 1-3/8 NORMAL DUTY WIDE ACCU-LOC BEA"
"15308","UE207-20","AMI UE207-20 1-1/4 NORMAL DUTY WIDE ACCU-LOC BEA"
"15307","SUE207-23","AMI SUE207-23 1-7/16 NORMAL WIDE CYL O.D. ACCU-LO RING"
"15306","SUE207-22","AMI SUE207-22 1-3/8 NORMAL WIDE CYL O.D. ACCU-LOC RING"
"15305","SUE207-20","AMI SUE207-20 1-1/4 NORMAL WIDE CYL O.D. ACCU-LOC RING"
"15278","UC308-24","AMI UC308-24 1-1/2 HEAVY DUTY WIDE SET SCREW BEA RING BRG SET-SCREW LOCK"
"15277","UC308","AMI UC308 40MM HEAVY DUTY WIDE SET SCREW BEAR RING BRG SET-SCREW LOCK"
"15266","SUE208","AMI SUE208 40MM NORMAL WIDE CYL O.D. ACCU-LOC"
"15265","UE208","AMI UE208 40MM NORMAL DUTY WIDE ACCU-LOC BEAR"
"15261","UK308+HS2308","AMI UK308+HS2308 1-3/8 HEAVY DUTY WIDE ADAPTER SLEEV"
"15260","UK308+HE2308","AMI UK308+HE2308 1-1/4 HEAVY DUTY WIDE ADAPTER SLEEV DUTY ADAPTER LOCKING"
"15259","UK308+H2308","AMI UK308+H2308 35MM HEAVY DUTY WIDE ADAPTER SLEEVE"
"15258","SUE208-24","AMI SUE208-24 1-1/2 NORMAL WIDE CYL O.D. ACCU-LOC RING"
"15257","UE208-24","AMI UE208-24 1-1/2 NORMAL DUTY WIDE ACCU-LOC BEA"
"15254","UCX10-32","AMI UCX10-32 2 MEDIUM DUTY WIDE SET SCREW BEARIN"
"15253","UCX10-31","AMI UCX10-31 1-15/16 MEDIUM DUTY WIDE SET SCREW"
"15252","UCX10-30","AMI UCX10-30 1-7/8 MEDIUM DUTY WIDE SET SCREW BE SCREW LOCKING"
"15251","UCX10","AMI UCX10 50MM MEDIUM DUTY WIDE SET SCREW BEA"
"15246","MU005","AMI MU005 25MM STAINLESS LIGHT EXTRA NARROW E COLL X/NARR SILVER SERIES"
"15152","SUE207-23FS","AMI SUE207-23FS 1-7/16 NORMAL WIDE CYL O.D. ACCU-LO RING FREE SPINNING"
"15151","SUE207-22FS","AMI SUE207-22FS 1-3/8 NORMAL WIDE CYL O.D. ACCU-LOC RING FREE SPINNING"
"15150","SUE207-20FS","AMI SUE207-20FS 1-1/4 NORMAL WIDE CYL O.D. ACCU-LOC RING FREE SPINNING"
"15146","UG211-35","AMI UG211-35 2-3/16 NORMAL DUTY WIDE ECCENTRIC C ECCENTRICLOCKING COLLAR"
"15145","UG211-34","AMI UG211-34 2-1/8 NORMAL DUTY WIDE ECCENTRIC CO ECCENTRICLOCKING COLLAR"
"15144","UG211-32","AMI UG211-32 2 NORMAL DUTY WIDE ECCENTRIC COLLAR COLLAR"
"15143","UG211","AMI UG211 55MM NORMAL DUTY WIDE ECCENTRIC COL COLLAR"
"15119","MB2-10","AMI MB2-10 5/8 STAINLESS NORMAL NARROW SET SCR BEARING W/SET SCREW LOCK"
"15118","MB1-8","AMI MB1-8 1/2 STAINLESS NORMAL NARROW SET SCR BEARING W/SET SCREW LOCK"
"15047","SER211-35","AMI SER211-35 2-3/16 NORMAL WIDE CYL O.D. SET SCR"
"15046","SER211-34","AMI SER211-34 2-1/8 NORMAL WIDE CYL O.D. SET SCRE"
"15045","SER211-32","AMI SER211-32 2 NORMAL WIDE CYL O.D. SET SCREW SN"
"15022","SUE208-24FS","AMI SUE208-24FS 1-1/2 NORMAL WIDE CYL O.D. ACCU-LOC RING FREE SPINNING"
"14712","MB4","AMI MB4 20MM STAINLESS NORMAL NARROW SET SC BEARING W/SET SCREW LOCK"
"14711","MB4-12","AMI MB4-12 3/4 STAINLESS NORMAL NARROW SET SCR BEARING W/SET SCREW LOCK"
"14615","SER211-34FS","AMI SER211-34FS 2-1/8 NORMAL WIDE CYL O.D. SET SCRE SET SCREWS AT 120 DEGREES"
"14614","SER211-32FS","AMI SER211-32FS 2 NORMAL WIDE CYL O.D. SET SCREW FR SPINNING"
"14608","SUE207FS","AMI SUE207FS 35MM NORMAL WIDE CYL O.D. ACCU-LOC FREE SPINNING"
"14521","UKX10+HE2310","AMI UKX10+HE2310 1-3/4 MEDIUM DUTY WIDE ADAPTER SLEE DUTY ADAPTER LOCKING"
"14520","UKX10+HA2310","AMI UKX10+HA2310 1-11/16 MEDIUM DUTY WIDE ADAPTER SL DUTY ADAPTER LOCKING"
"14519","UKX10+H2310","AMI UKX10+H2310 45MM MEDIUM DUTY WIDE ADAPTER SLEEV WITHLOCKING ADAPTER"
"14504","UC212","AMI UC212 60MM NORMAL DUTY WIDE SET SCREW BEA SET-SCREW LOCK"
"14480","UC212-39","AMI UC212-39 2-7/16 NORMAL DUTY WIDE SET SCREW B RINGBEARING SET-SCREW LOCK"
"14479","UC212-38","AMI UC212-38 2-3/8 NORMAL DUTY WIDE SET SCREW BE SET-SCREW LOCK"
"14478","UC212-36","AMI UC212-36 2-1/4 NORMAL DUTY WIDE SET SCREW BE SET-SCREW LOCK"
"14405","UK210+HE2310","AMI UK210+HE2310 1-3/4 NORMAL DUTY WIDE ADAPTER SLEE LOCKINFBEARING (W/ADAPTER)"
"14404","UK210+HA2310","AMI UK210+HA2310 1-11/16 NORMAL DUTY WIDE ADAPTER SL LOCKIGBEARING (W/ADAPTER)"
"14403","UK210+H2310","AMI UK210+H2310 45MM NORMAL DUTY WIDE ADAPTER SLEEV"
"14383","MB5","AMI MB5 25MM STAINLESS NORMAL NARROW SET SC BEARING W/SET SCREW LOCK"
"14382","SUE208FS","AMI SUE208FS 40MM NORMAL WIDE CYL O.D. ACCU-LOC FREE SPINNING"
"14375","MB5-16","AMI MB5-16 1 STAINLESS NORMAL NARROW SET SCREW BEARING W/SET SCREW LOCK"
"14284","SER211","AMI SER211 55MM NORMAL WIDE CYL O.D. SET SCREW"
"14274","SUE209-28","AMI SUE209-28 1-3/4 NORMAL WIDE CYL O.D. ACCU-LOC RING"
"14273","SUE209-27","AMI SUE209-27 1-11/16 NORMAL WIDE CYL O.D. ACCU-L RING"
"14272","UE209-28","AMI UE209-28 1-3/4 NORMAL DUTY WIDE ACCU-LOC BEA"
"14271","UE209-27","AMI UE209-27 1-11/16 NORMAL DUTY WIDE ACCU-LOC B"
"14228","UC208C4HR5","AMI UC208C4HR5 40MM NORMAL HIGH TEMP (400 DEG) SET"
"14227","UC208-24C4HR5","AMI UC208-24C4HR5 1-1/2 NORMAL HIGH TEMP (400 DEG) SE"
"14175","SUE209","AMI SUE209 45MM NORMAL WIDE CYL O.D. ACCU-LOC"
"14174","UE209","AMI UE209 45MM NORMAL DUTY WIDE ACCU-LOC BEAR"
"14168","UC204C4HR23","AMI UC204C4HR23 20MM NORMAL HIGH TEMP (450 DEG) SET"
"14167","UC204-12C4HR23","AMI UC204-12C4HR23 3/4 NORMAL HIGH TEMP (450 DEG) SET"
"14166","UC203C4HR23","AMI UC203C4HR23 17MM NORMAL HIGH TEMP (450 DEG) SET"
"14164","UC202C4HR23","AMI UC202C4HR23 15MM NORMAL HIGH TEMP (450 DEG) SET"
"14162","UC202-10C4HR23","AMI UC202-10C4HR23 5/8 NORMAL HIGH TEMP (450 DEG) SET"
"14161","UC201C4HR23","AMI UC201C4HR23 12MM NORMAL HIGH TEMP (450 DEG) SET"
"14160","UC201-8C4HR23","AMI UC201-8C4HR23 1/2 NORMAL HIGH TEMP (450 DEG) SET"
"14072","SER211FS","AMI SER211FS 55MM NORMAL WIDE CYL O.D. SET SCREW SET SCREWS AT 120 DEGREES"
"13932","SUE209-28FS","AMI SUE209-28FS 1-3/4 NORMAL WIDE CYL O.D. ACCU-LOC RING FREE SPINNING"
"13931","SUE209-27FS","AMI SUE209-27FS 1-11/16 NORMAL WIDE CYL O.D. ACCU-L RING FREE SPINNING"
"13915","MUC204-12RF","AMI MUC204-12RF 3/4 STAINLESS NORMAL WIDE SET SCREW DUTY SET-SCREW LOCK"
"13914","MUC204-12","AMI MUC204-12 3/4 STAINLESS NORMAL WIDE SET SCREW DUTY SET-SCREW LOCK"
"13913","MUC204","AMI MUC204 20MM STAINLESS NORMAL WIDE SET SCRE DUTY SET-SCREW LOCK"
"13912","MUC203","AMI MUC203 17MM STAINLESS NORMAL WIDE SET SCRE DUTY SET-SCREW LOCK"
"13911","MUC202-10","AMI MUC202-10 5/8 STAINLESS NORMAL WIDE SET SCREW DUTY SET-SCREW LOCK"
"13910","MUC202","AMI MUC202 15MM STAINLESS NORMAL WIDE SET SCRE DUTY SET-SCREW LOCK"
"13909","MUC201-8","AMI MUC201-8 1/2 STAINLESS NORMAL WIDE SET SCREW DUTY SET-SCREW LOCK"
"13908","MUC201","AMI MUC201 12MM STAINLESS NORMAL WIDE SET SCRE DUTY SET-SCREW LOCK"
"13852","UG307-23","AMI UG307-23 1-7/16 HEAVY DUTY WIDE ECCENTRIC CO LOCKING COLLAR"
"13747","SER212-39","AMI SER212-39 2-7/16 NORMAL WIDE CYL O.D. SET SCR"
"13746","SER212-38","AMI SER212-38 2-3/8 NORMAL WIDE CYL O.D. SET SCRE"
"13745","SER212-36","AMI SER212-36 2-1/4 NORMAL WIDE CYL O.D. SET SCRE"
"13743","SUE210-31","AMI SUE210-31 1-15/16 NORMAL WIDE CYL O.D. ACCU-L RING"
"13742","UE210-32","AMI UE210-32 2 NORMAL DUTY WIDE ACCU-LOC BEARING"
"13741","UE210-31","AMI UE210-31 1-15/16 NORMAL DUTY WIDE ACCU-LOC B"
"13734","SUE210","AMI SUE210 50MM NORMAL WIDE CYL O.D. ACCU-LOC"
"13733","UE210","AMI UE210 50MM NORMAL DUTY WIDE ACCU-LOC BEAR"
"13726","UK309+HS2309","AMI UK309+HS2309 1-5/8 HEAVY DUTY WIDE ADAPTER SLEEV SLEEVE"
"13725","UK309+HE2309","AMI UK309+HE2309 1-1/2 HEAVY DUTY WIDE ADAPTER SLEEV DUTY"
"13724","UK309+H2309","AMI UK309+H2309 40MM HEAVY DUTY WIDE ADAPTER SLEEVE"
"13720","MBR5-16","AMI MBR5-16 1 STAINLESS NORMAL NARROW CYL O.D. STRAIGHT O.D. BEARING"
"13615","UC309-28","AMI UC309-28 1-3/4 HEAVY DUTY WIDE SET SCREW BEA RING BRG SET-SCREW LOCK"
"13614","UC309-27","AMI UC309-27 1-11/16 HEAVY DUTY WIDE SET SCREW B RING BRG SET-SCREW LOCK"
"13613","UC309","AMI UC309 45MM HEAVY DUTY WIDE SET SCREW BEAR RING BRG SET-SCREW LOCK"
"13573","UG212-39","AMI UG212-39 2-7/16 NORMAL DUTY WIDE ECCENTRIC C ECCENTRICLOCKING COLLAR"
"13572","UG212-38","AMI UG212-38 2-3/8 NORMAL DUTY WIDE ECCENTRIC CO ECCENTRICLOCKING COLLAR"
"13571","UG212-36","AMI UG212-36 2-1/4 NORMAL DUTY WIDE ECCENTRIC CO ECCENTRICLOCKING COLLAR"
"13570","UG212","AMI UG212 60MM NORMAL DUTY WIDE ECCENTRIC COL COLLAR"
"13141","UC209C4HR5","AMI UC209C4HR5 45MM NORMAL HIGH TEMP (400 DEG) SET"
"13140","UC209-28C4HR5","AMI UC209-28C4HR5 1-3/4 NORMAL HIGH TEMP (400 DEG) SE"
"13139","UC209-27C4HR5","AMI UC209-27C4HR5 1-11/16 NORMAL HIGH TEMP (400 DEG) DEGREES)"
"13138","UC209-26C4HR5","AMI UC209-26C4HR5 1-5/8 NORMAL HIGH TEMP (400 DEG) SE"
"13124","MU006","AMI MU006 30MM STAINLESS LIGHT EXTRA NARROW E COLL X/NARR SILVER SERIES"
"13084","SUE210-31FS","AMI SUE210-31FS 1-15/16 NORMAL WIDE CYL O.D. ACCU-L RING FREE SPINNING"
"12679","MUC205-16RF","AMI MUC205-16RF 1 STAINLESS NORMAL WIDE SET SCREW R DUTY SET-SCREW LOCK"
"12678","MUC205-16","AMI MUC205-16 1 STAINLESS NORMAL WIDE SET SCREW B DUTY SET-SCREW LOCK"
"12677","MUC205-14","AMI MUC205-14 7/8 STAINLESS NORMAL WIDE SET SCREW DUTY SET-SCREW LOCK"
"12676","MUC205","AMI MUC205 25MM STAINLESS NORMAL WIDE SET SCRE DUTY SET-SCREW LOCK"
"12639","SER212","AMI SER212 60MM NORMAL WIDE CYL O.D. SET SCREW"
"12592","UC205C4HR23","AMI UC205C4HR23 25MM NORMAL HIGH TEMP (450 DEG) SET"
"12591","UC205-16C4HR23","AMI UC205-16C4HR23 1 NORMAL HIGH TEMP (450 DEG) SET SC"
"12590","UC205-15C4HR23","AMI UC205-15C4HR23 15/16 NORMAL HIGH TEMP (450 DEG) SE"
"12589","UC205-14C4HR23","AMI UC205-14C4HR23 7/8 NORMAL HIGH TEMP (450 DEG) SET"
"12582","UC213-40","AMI UC213-40 2-1/2 NORMAL DUTY WIDE SET SCREW BE SET-SCREW LOCK"
"12581","UC213","AMI UC213 65MM NORMAL DUTY WIDE SET SCREW BEA SET-SCREW LOCK"
"12562","UCX11-36","AMI UCX11-36 2-1/4 MEDIUM DUTY WIDE SET SCREW BE"
"12561","UCX11-35","AMI UCX11-35 2-3/16 MEDIUM DUTY WIDE SET SCREW B"
"12559","UCX11","AMI UCX11 55MM MEDIUM DUTY WIDE SET SCREW BEA"
"12534","UK211+HS2311","AMI UK211+HS2311 1-7/8 NORMAL DUTY WIDE ADAPTER SLEE LOCKINGBEARING (W/ADAPTER)"
"12533","UK211+HE2311","AMI UK211+HE2311 2 NORMAL DUTY WIDE ADAPTER SLEEVE B (W/ADAPTER)"
"12532","UK211+HA2311","AMI UK211+HA2311 1-15/16 NORMAL DUTY WIDE ADAPTER SL ( W/ADAPTER)"
"12531","UK211+H2311","AMI UK211+H2311 50MM NORMAL DUTY WIDE ADAPTER SLEEV (W/ADAPTER)"
"12456","SER212FS","AMI SER212FS 60MM NORMAL WIDE CYL O.D. SET SCREW"
"12439","UKX11+HS2311","AMI UKX11+HS2311 1-7/8 MEDIUM DUTY WIDE ADAPTER SLEE DUTY ADAPTER LOCKING"
"12438","UKX11+HE2311","AMI UKX11+HE2311 2 MEDIUM DUTY WIDE ADAPTER SLEEVE B ADAPTER LOCKING"
"12437","UKX11+HA2311","AMI UKX11+HA2311 1-15/16 MEDIUM DUTY WIDE ADAPTER SL DUTY ADAPTER LOCKING"
"12436","UKX11+H2311","AMI UKX11+H2311 50MM MEDIUM DUTY WIDE ADAPTER SLEEV"
"12087","UC210C4HR5","AMI UC210C4HR5 50MM NORMAL HIGH TEMP (400 DEG) SET"
"12086","UC210-32C4HR5","AMI UC210-32C4HR5 2 NORMAL HIGH TEMP (400 DEG) SET SC"
"12085","UC210-31C4HR5","AMI UC210-31C4HR5 1-15/16 NORMAL HIGH TEMP (400 DEG) DEGREES)"
"12084","UC210-30C4HR5","AMI UC210-30C4HR5 1-7/8 NORMAL HIGH TEMP (400 DEG) SE"
"11998","UE211-35","AMI UE211-35 2-3/16 NORMAL DUTY WIDE ACCU-LOC BE"
"11997","UE211-32","AMI UE211-32 2 NORMAL DUTY WIDE ACCU-LOC BEARING"
"11996","SUE211-35","AMI SUE211-35 2-3/16 NORMAL WIDE CYL O.D. ACCU-LO RING"
"11995","SUE211-32","AMI SUE211-32 2 NORMAL WIDE CYL O.D. ACCU-LOC SNA"
"11846","SUE211-35FS","AMI SUE211-35FS 2-3/16 NORMAL WIDE CYL O.D. ACCU-LO RING FREE SPINNING"
"11845","SUE211-32FS","AMI SUE211-32FS 2 NORMAL WIDE CYL O.D. ACCU-LOC FRE FREE SPINNING"
"11464","UG308-24","AMI UG308-24 1-1/2 HEAVY DUTY WIDE ECCENTRIC COL LOCKING COLLAR"
"11402","UK310+HE2310","AMI UK310+HE2310 1-3/4 HEAVY DUTY WIDE ADAPTER SLEEV"
"11401","UK310+H2310","AMI UK310+H2310 45MM HEAVY DUTY WIDE ADAPTER SLEEVE"
"11348","MUC205-15","AMI MUC205-15 15/16 STAINLESS NORMAL WIDE SET SCR DUTY SET-SCREW LOCK"
"11331","UC310-31","AMI UC310-31 1-15/16 HEAVY DUTY WIDE SET SCREW B RING BRG SET-SCREW LOCK"
"11330","UC310-30","AMI UC310-30 1-7/8 HEAVY DUTY WIDE SET SCREW BEA RING BRG SET-SCREW LOCK"
"11329","UC310","AMI UC310 50MM HEAVY DUTY WIDE SET SCREW BEAR RING BRG SET-SCREW LOCK"
"11256","UE211","AMI UE211 55MM NORMAL DUTY WIDE ACCU-LOC BEAR"
"11255","SUE211","AMI SUE211 55MM NORMAL WIDE CYL O.D. ACCU-LOC"
"11223","UC206C4HR23","AMI UC206C4HR23 30MM NORMAL HIGH TEMP (450 DEG) SET"
"11222","UC206-20C4HR23","AMI UC206-20C4HR23 1-1/4 NORMAL HIGH TEMP (450 DEG) SE"
"11221","UC206-19C4HR23","AMI UC206-19C4HR23 1-3/16 NORMAL HIGH TEMP (450 DEG) S DEGREES)"
"11220","UC206-18C4HR23","AMI UC206-18C4HR23 1-1/8 NORMAL HIGH TEMP (450 DEG) SE"
"11218","UCX12-39","AMI UCX12-39 2-7/16 MEDIUM DUTY WIDE SET SCREW B"
"11217","UCX12-38","AMI UCX12-38 2-3/8 MEDIUM DUTY WIDE SET SCREW BE"
"11216","UCX12","AMI UCX12 60MM MEDIUM DUTY WIDE SET SCREW BEA"
"10501","SUE211FS","AMI SUE211FS 55MM NORMAL WIDE CYL O.D. ACCU-LOC"
"10500","SUE210FS","AMI SUE210FS 50MM NORMAL WIDE CYL O.D. ACCU-LOC FREE SPINNING"
"10499","UK212+HS2312","AMI UK212+HS2312 2-1/8 NORMAL DUTY WIDE ADAPTER SLEE LOCKINGBEARING (W/ADAPTER)"
"10498","UK212+HA2312","AMI UK212+HA2312 2-1/16 NORMAL DUTY WIDE ADAPTER SLE LOCKINGBEARING ( W/ADAPTER)"
"10497","UK212+H2312","AMI UK212+H2312 55MM NORMAL DUTY WIDE ADAPTER SLEEV (W/ADAPTER)"
"10260","UKX12+HS2312","AMI UKX12+HS2312 2-1/8 MEDIUM DUTY WIDE ADAPTER SLEE"
"10259","UKX12+HA2312","AMI UKX12+HA2312 2-1/16 MEDIUM DUTY WIDE ADAPTER SLE DUTY ADAPTER LOCKING"
"10258","UKX12+H2312","AMI UKX12+H2312 55MM MEDIUM DUTY WIDE ADAPTER SLEEV UNITWITHOUT HOUSING"
"10159","MB6-20","AMI MB6-20 1-1/4 STAINLESS NORMAL NARROW SET S BEARING W/SET SCREW LOCK"
"10158","MB6","AMI MB6 30MM STAINLESS NORMAL NARROW SET SC BEARING W/SET SCREW LOCK"
"9982","SUE212-39","AMI SUE212-39 2-7/16 NORMAL WIDE CYL O.D. ACCU-LO RING"
"9981","UE212-39","AMI UE212-39 2-7/16 NORMAL DUTY WIDE ACCU-LOC BE"
"9960","MUC206-20RF","AMI MUC206-20RF 1-1/4 STAINLESS NORMAL WIDE SET SCR DUTY SET-SCREW LOCK"
"9959","MUC206-20","AMI MUC206-20 1-1/4 STAINLESS NORMAL WIDE SET SCR DUTY SET-SCREW LOCK"
"9958","MUC206-19","AMI MUC206-19 1-3/16 STAINLESS NORMAL WIDE SET SC DUTY SET-SCREW LOCK"
"9957","MUC206-18","AMI MUC206-18 1-1/8 STAINLESS NORMAL WIDE SET SCR DUTY SET-SCREW LOCK"
"9955","MUC206","AMI MUC206 30MM STAINLESS NORMAL WIDE SET SCRE DUTY SET-SCREW LOCK"
"9629","UE212","AMI UE212 60MM NORMAL DUTY WIDE ACCU-LOC BEAR"
"9628","SUE212","AMI SUE212 60MM NORMAL WIDE CYL O.D. ACCU-LOC"
"9627","MSER205-16","AMI MSER205-16 1 STAINLESS NML CYL O.D. SET SCREW RING/NORMAL/S-S LOCK"
"9626","MSER204-12","AMI MSER204-12 3/4 STAINLESS NML CYL O.D. SET SCRE RING/NORMAL/S-S LOCK"
"9625","MSER202-10","AMI MSER202-10 5/8 STAINLESS NML CYL O.D. SET SCRE RING/NORMAL/S-S LOCK"
"9573","SUE212-39FS","AMI SUE212-39FS 2-7/16 NORMAL WIDE CYL O.D. ACCU-LO RING FREE SPINNING"
"9538","UC214-44","AMI UC214-44 2-3/4 NORMAL DUTY WIDE SET SCREW BE SET-SCREW LOCK"
"9537","UC214-43","AMI UC214-43 2-11/16 NORMAL DUTY WIDE SET SCREW RINGBEARING SET-SCREW LOCK"
"9536","UC214","AMI UC214 70MM NORMAL DUTY WIDE SET SCREW BEA SET-SCREW LOCK"
"9513","SUE212FS","AMI SUE212FS 60MM NORMAL WIDE CYL O.D. ACCU-LOC FREE SPINNING"
"9366","UG309-27","AMI UG309-27 1-11/16 HEAVY DUTY WIDE ECCENTRIC C BEARINGECCENTRIC LOCKING COLLAR"
"9365","UG309","AMI UG309 45MM HEAVY DUTY WIDE ECCENTRIC COLL WITHECCENTRIC LOCKING COLLAR"
"8621","UC211C4HR5","AMI UC211C4HR5 55MM NORMAL HIGH TEMP (400 DEG) SET"
"8620","UC211-35C4HR5","AMI UC211-35C4HR5 2-3/16 NORMAL HIGH TEMP (400 DEG) S DEGREES)"
"8619","UC211-34C4HR5","AMI UC211-34C4HR5 2-1/8 NORMAL HIGH TEMP (400 DEG) SE"
"8618","UC211-32C4HR5","AMI UC211-32C4HR5 2 NORMAL HIGH TEMP (400 DEG) SET SC"
"8219","UCX13-40","AMI UCX13-40 2-1/2 MEDIUM DUTY WIDE SET SCREW BE"
"8218","UCX13","AMI UCX13 65MM MEDIUM DUTY WIDE SET SCREW BEA"
"8211","UK311+HS2311","AMI UK311+HS2311 1-7/8 HEAVY DUTY WIDE ADAPTER SLEEV"
"8210","UK311+HE2311","AMI UK311+HE2311 2 HEAVY DUTY WIDE ADAPTER SLEEVE BE HEAVY DUTY"
"8209","UK311+H2311","AMI UK311+H2311 50MM HEAVY DUTY WIDE ADAPTER SLEEVE LOCKING (W/ADAPTR"
"8201","UC207C4HR23","AMI UC207C4HR23 35MM NORMAL HIGH TEMP (450 DEG) SET"
"8200","UC207-23C4HR23","AMI UC207-23C4HR23 1-7/16 NORMAL HIGH TEMP (450 DEG) S DEGREES)"
"8199","UC207-22C4HR23","AMI UC207-22C4HR23 1-3/8 NORMAL HIGH TEMP (450 DEG) SE"
"8198","UC207-21C4HR23","AMI UC207-21C4HR23 1-5/16 NORMAL HIGH TEMP (450 DEG) S DEGREES)"
"8197","UC207-20C4HR23","AMI UC207-20C4HR23 1-1/4 NORMAL HIGH TEMP (450 DEG) SE"
"8189","UC311-35","AMI UC311-35 2-3/16 HEAVY DUTY WIDE SET SCREW BE RING BRG SET-SCREW LOCK"
"8188","UC311-32","AMI UC311-32 2 HEAVY DUTY WIDE SET SCREW BEARING BRG SET-SCREW LOCK"
"8187","UC311","AMI UC311 55MM HEAVY DUTY WIDE SET SCREW BEAR RING BRG SET-SCREW LOCK"
"7877","UK213+HS2313","AMI UK213+HS2313 2-3/8 NORMAL DUTY WIDE ADAPTER SLEE LOCKINGBEARING (W/ADAPTER)"
"7876","UK213+HE2313","AMI UK213+HE2313 2-1/4 NORMAL DUTY WIDE ADAPTER SLEE LOCKINGBEARING (W/ADAPTER)"
"7875","UK213+HA2313","AMI UK213+HA2313 2-3/16 NORMAL DUTY WIDE ADAPTER SLE LOCKINGBEARING (W/ADAPTER)"
"7874","UK213+H2313","AMI UK213+H2313 60MM NORMAL DUTY WIDE ADAPTER SLEEV (W/ADAPTER)"
"7634","UCX14-44","AMI UCX14-44 2-3/4 MEDIUM DUTY WIDE SET SCREW BE"
"7633","UCX14-43","AMI UCX14-43 2-11/16 MEDIUM DUTY WIDE SET SCREW"
"7632","UCX14","AMI UCX14 70MM MEDIUM DUTY WIDE SET SCREW BEA"
"7631","UC215-48","AMI UC215-48 3 NORMAL DUTY WIDE SET SCREW BEARIN SET-SCREW LOCK"
