ððBrand,product_id,catalog_number,description,image
Stearns,2142016,917321400,STEARNS 917321400 CSSH 3/8-16 X 7/8-PL STL 8023194,
Stearns,2142018,917322000,STEARNS 917322000 CSSH 3/8-16 X 1.25-PLS 8023195,
Stearns,2142019,917322400,STEARNS 917322400 CSSH 3/8-16 X 1.5-PL STL 8059774,
Stearns,2142020,917341200,STEARNS 917341200 CSSH 1/2-13 X 3/4-PL STL 8023196,
Stearns,2142021,917362000,STEARNS 917362000 CSSH 5/8-11 X 1.25-PLS 8059775,
Stearns,2142022,917362400,STEARNS 917362400 CSSH 5/8-11 X 1.5-PL STL 8023197,
Stearns,2142023,917481200,STEARNS 917481200 CSSH #10-24 X 3/4-STNL 8059776,
Stearns,2142024,917501600,STEARNS 917501600 CSSH 1/4-20 X 1^-STNL 8088797,
Stearns,2142025,917502000,STEARNS 917502000 CSSH 1/4-20 X 1.25-STNL 8098871,
Stearns,2142026,917511600,STEARNS 917511600 CSSH 5/16-18 X 1^-STNL 8023199,
Stearns,2142027,917521600,STEARNS 917521600 CSSH 3/8-16 X 1^-STNL 8094275,
Stearns,2142028,917842000,STEARNS 917842000 CSSH 1/4-28 X 1.25-STEEL 8023200,
Stearns,2142029,918312000,STEARNS 918312000 DNR-CSFIH.31-18X1.25-PLS 8059777,
Stearns,2142030,918322800,STEARNS 918322800 CSFIH 3/8-16 X 1.75-PLS 8023202,
Stearns,2142031,919281000,STEARNS 919281000 CSSH #10-24 X 5/8 W/NY 8059778,
Stearns,2142032,919281400,STEARNS 919281400 DNR-CSSH#10-24X7/8-PLS/NY 8059779,
Stearns,2142033,922070300,STEARNS 922070300 SS CP #8-32 X 3/16 STL/NY 170936,
Stearns,2142034,922070400,STEARNS 922070400 SS CP #8-32 X 1/4 STL/NY 8059781,
Stearns,2142035,922080400,STEARNS 922080400 SS CP #10-24 X 1/4 STL/NY 8017614,
Stearns,2142036,922100400,STEARNS 922100400 SS CP 1/4-20 X 1/4 STL/NY 8044708,
Stearns,2142037,922100500,STEARNS 922100500 SS CP 1/4-20 X 5/16 ST/NY 8059782,
Stearns,2142038,922100600,STEARNS 922100600 SS CP 1/4-20 X 3/8 STL/NY 8040011,
Stearns,2142039,922100800,STEARNS 922100800 SS CP 1/4-20 X 1/2 STL/NY 8040012,
Stearns,2142040,922120800,STEARNS 922120800 SS CP 3/8-16 X 1/2 STL/NY 8059784,
Stearns,2142041,922122000,STEARNS 922122000 SS CP 3/8-16 X 1.25 ST/NY 8007201,
Stearns,2142042,922141200,STEARNS 922141200 SS CP 1/2-13 X 3/4 STL/NY 8000846,
Stearns,2142043,922141400,STEARNS 922141400 SS CP 1/2-13 X 7/8 STL/NY 8059786,
Stearns,2142044,922141600,STEARNS 922141600 SS CP 1/2-13 X 1^ STL/NY 8040863,
Stearns,2142045,922143200,STEARNS 922143200 SS CP 1/2-13 X 2^ STL/NY 8059787,
Stearns,2142046,922830400,STEARNS 922830400 SS CP #10-32 X 1/4 STL/NY 8059789,
Stearns,2142047,922841600,STEARNS 922841600 SS CP 1/4-28 X 1^ STL/NYL 157026,
Stearns,2142048,922861200,STEARNS 922861200 SS CP 3/8-24 X 3/4 STL/NY 8000844,
Stearns,2142049,923152000,STEARNS 923152000 SPR PLGR W/NY-SS 5/16-18 8096090,
Stearns,2142050,924080800,STEARNS 924080800 SS CP #10-24 X 1/2 STEEL 8005116,
Stearns,2142051,924121200,STEARNS 924121200 SS CP 3/8-16 X 3/4^ STEEL 8005117,
Stearns,2142052,924142800,STEARNS 924142800 SS CP 1/2-13 X 1-3/4 STL 8007069,
Stearns,2142053,924300400,STEARNS 924300400 SS CP1/4-20X1/4 ZINC PL 8098934,
Stearns,2142054,924500400,STEARNS 924500400 SS CP 1/4-20 X 1/4 STN 8047235,
Stearns,2142055,925130300,STEARNS 925130300 DRV SCRTP U #4 X .19-PLS 8023209,
Stearns,2142056,925190800,STEARNS 925190800 DRV SCRTP U #14 X .5-PLS 8023210,
Stearns,2142057,925690600,STEARNS 925690600 TRSPPH #6-32 X 3/8-PLS 8059790,
Stearns,2142058,925730900,STEARNS 925730900 TRSSL HH #6-32 X 3/8-PLS 8059792,
Stearns,2142059,925732000,STEARNS 925732000 TRSSL HWH 8-32 X 1/4-PLS 8099038,
Stearns,2142060,925732001,STEARNS 925732001 TRSSL HWH 8-32 X 5/16-PL 8016846,
Stearns,2142061,925732100,STEARNS 925732100 TRS SL WS HH 8-32X3/8 PLS 8023214,
Stearns,2142062,925732200,STEARNS 925732200 TRSSL HH #8-32 X 1/2-PLS 8059793,
Stearns,2142063,925733300,STEARNS 925733300 TRSSL HWH10-24 X 3/4-PLS 8047902,
Stearns,2142064,925900200,STEARNS 925900200 DRV SCRTP U #4 X .19-STN 8023216,
Stearns,2142065,925900400,STEARNS 925900400 STICK SCR #4-40 X 3/16-PS 8023217,
Stearns,2142066,925900600,STEARNS 925900600 DRV SCRTP U #2 X 1/4-STN 8023218,
Stearns,2142067,925900701,STEARNS 925900701 PLASTITEPPH #6-19 X 3/8 8013382,
Stearns,2142068,925900800,STEARNS 925900800 MSHHSTS #8-32X3/16 PLTD 8059795,
Stearns,2142069,925901300,STEARNS 925901300 TRS SL HWH#10-24 X .5 PLS 8094950,
Stearns,2142070,926110800,STEARNS 926110800 SHLDR SSH 5/16 D X .5-ST 8023221,
Stearns,2142071,929450800,STEARNS 929450800 STR PIN 1/8 D X 1/2-STNL 8096678,
Stearns,2142072,929451200,STEARNS 929451200 STR PIN 1/8 D X 3/4-STNL 8096107,
Stearns,2142073,929482600,STEARNS 929482600 STR PIN 3/16 D X 1.63 8023229,
Stearns,2142074,929483600,STEARNS 929483600 STR PIN 3/16 D X 2.25 8023231,
Stearns,2142075,929501400,STEARNS 929501400 STR PIN 1/4 D X 7/8-STNL 8023232,
Stearns,2142076,929501800,STEARNS 929501800 STR PIN 1/4 D X 1.13-STNL 8059800,
Stearns,2142077,929503200,STEARNS 929503200 STR PIN 1/4 D X 2^-STNL 8072101,
Stearns,2142078,931430800,STEARNS 931430800 COTTER PIN 3/32 X 1/2-STN 8023251,
Stearns,2142079,932200300,STEARNS 932200300 SPIROLFLH 3/32 X 5/8-STN 8040307,
Stearns,2142081,932201000,STEARNS 932201000 SPIROLSTD 1/16 X 1/2-STN 8023252,
Stearns,2142082,932307100,STEARNS 932307100 DWLPULL-OUT 3/8 D X 2^ST 8023257,
Stearns,2142083,932310100,STEARNS 932310100 DRV-LOKTPB 3/16 X 5/8-PS 8059809,
Stearns,2142084,932310200,STEARNS 932310200 DRV-LOK STUD #10 X 1/2-PS 8023258,
Stearns,2142085,932311100,STEARNS 932311100 DRV-LOKTPC 3/8 X2.45-STN 8059810,
Stearns,2142086,932311400,STEARNS 932311400 DRV-LOKTP G 1/8 X 3/4-PS 127027,
Stearns,2142087,932400300,STEARNS 932400300 SPR PIN 3/32 D X 3/4-STL 8023259,
Stearns,2142088,932401000,STEARNS 932401000 SPR PIN 1/8 D X 3/4-STEEL 8059811,
Stearns,2142089,932401200,STEARNS 932401200 SPR PIN 3/32 D X 3/4-STNL 8040606,
Stearns,2142090,932403200,STEARNS 932403200 SPR PIN 3/16 D X 1/2-STNL 8023262,
Stearns,2142091,932405300,STEARNS 932405300 SPR PIN 3/32 D X 5/8-STL 8023264,
Stearns,2142092,932405500,STEARNS 932405500 SPR PIN 1/4 D X 5/8-STEEL 8059813,
Stearns,2142093,932405900,STEARNS 932405900 SPR PIN 1/4 D X 1.25-STNL 8023265,
Stearns,2142094,932406100,STEARNS 932406100 SPR PIN 3/32 D X 9/16-STL 8059814,
Stearns,2142095,932406200,STEARNS 932406200 SPR PIN 3/32 X .81LG-Z PL 8060089,
Stearns,2142096,932406500,STEARNS 932406500 SPR PIN 1/8 D X 1.25-STL 8044909,
Stearns,2142097,932407100,STEARNS 932407100 SPR PIN 3/32 X 1.13L-Z PL 8060091,
Stearns,2142098,933015000,STEARNS 933015000 PLUGHEX CSK 1/4^304-STNL 8059815,
Stearns,2142099,933015200,STEARNS 933015200 PLUGHEX CSK 3/8^304-STNL 8059816,
Stearns,2142100,933018400,STEARNS 933018400 PPSH 1/2 NPTFDRYSEAL-ST 8081805,
Stearns,2142101,933032500,STEARNS 933032500 P.PLUGSLH 1/8-27X3/8PLTD 8023266,
Stearns,2142102,933033200,STEARNS 933033200 PIPE PL SH3/8NPT PLTED 8023267,
Stearns,2142103,933052300,STEARNS 933052300 BREATHER/DRAIN 3/8 NPT 8023268,
Stearns,2142104,933062400,STEARNS 933062400 PIPE PLUGSQH 1/2 NPT SS 8072040,
Stearns,2142105,933091400,STEARNS 933091400 P PLUGSH 1/2 NPT-PLASTIC 8023271,
Stearns,2142106,933200200,STEARNS 933200200 P NIPCLOSE 1/2 NPT-GALV 8098875,
Stearns,2142107,933210100,STEARNS 933210100 P NIPCLOSE 3/4 NPT-GALV 8023272,
Stearns,2142108,933300300,STEARNS 933300300 UNION90 DEG ELB3/4 NPT 8059820,
Stearns,2142109,933300400,STEARNS 933300400 ELBOW-EL19-90 DEG 1/2 NPT 8062184,
Stearns,2142110,933300500,STEARNS 933300500 ELBOW-EL29-90 DEG 3/4 NPT 8062185,
Stearns,2142111,940012800,STEARNS 940012800 HEX NUTMS #10-24PL STL 8059822,
Stearns,2142112,940015000,STEARNS 940015000 HEX NUTMS 1/4-20316SS 8063177,
Stearns,2142113,940016800,STEARNS 940016800 HEX NUTMS #10-24BRASS 8023277,
Stearns,2142114,940023100,STEARNS 940023100 HNREG FULL 5/16-18 PLS 8023279,
Stearns,2142115,940023200,STEARNS 940023200 HNREG FULL 3/8-16 PLS 8023280,
Stearns,2142116,940072800,STEARNS 940072800 HEX NUTMS #10-32STEEL 8059824,
Stearns,2142117,940073000,STEARNS 940073000 HEX NUTMS 1/4-28STEEL 8023283,
Stearns,2142118,940203100,STEARNS 940203100 HNFLEXLOCFULL 5/16-18PS 8023284,
Stearns,2142119,940212700,STEARNS 940212700 HNFLEXLOCFULL #8-32PS 8097530,
Stearns,2142120,940282800,STEARNS 940282800 KEPHN W/LKW #10-24PLS 189212,
Stearns,2142121,940283000,STEARNS 940283000 KEPHN W/LKW 1/4-20PLS 8023288,
Stearns,2142122,940312800,STEARNS 940312800 CAP NUT #10-24 PLS STEEL 8023289,
Stearns,2142123,940372600,STEARNS 940372600 LKN W/ NYTP NM #6-32PLS 8059825,
Stearns,2142124,940372700,STEARNS 940372700 LKN W/NYTP NM#8-32 STNL 8059826,
Stearns,2142125,940372800,STEARNS 940372800 LKN W/ NYTP NM #10-24PS 8023293,
Stearns,2142126,940373000,STEARNS 940373000 LKN W/ NYTP NE 1/4-20PS 8023294,
Stearns,2142127,940373200,STEARNS 940373200 LWN W/ NYTP NE 3/8-16PS 8039950,
Stearns,2142128,940383200,STEARNS 940383200 LKNPALNUTTP R 3/8-16PS 8023295,
Stearns,2142129,940392800,STEARNS 940392800 LKN W/ NYTP NM #10-32PS 8059827,
Stearns,2142130,940402800,STEARNS 940402800 LKN W/NYTP NTM #10-24PS 8029663,
Stearns,2142131,940403000,STEARNS 940403000 LKN W/NYTP NTE 1/4-20PS 8023296,
Stearns,2142132,941000400,STEARNS 941000400 PUSHNUTPALNUT #PC-188026 8059828,
Stearns,2142133,945013100,STEARNS 945013100 WASHERFLATSAE 5/16PLS 8023299,
Stearns,2142134,945013200,STEARNS 945013200 WASHERFLATSAE 3/8PLS 8059829,
Stearns,2142135,945015100,STEARNS 945015100 WASHERFLAT5/16-STNL ST 8074559,
Stearns,2142136,945016800,STEARNS 945016800 WSHRSMALLTYPE #10SBR 8023300,
Stearns,2142137,945017000,STEARNS 945017000 WSHRSMALL TYPE 1/4 BR 8040562,
Stearns,2142138,945017600,STEARNS 945017600 DNR-WASHERFLATSAE 5/8BR 189967,
Stearns,2142139,945031200,STEARNS 945031200 LKWSPR 3/8 MEDSTEEL 8023303,
Stearns,2142140,945032400,STEARNS 945032400 LKWSPR #4 MEDPL STEEL 8023305,
Stearns,2142141,945032500,STEARNS 945032500 LKWSPR #5 MEDPL STEEL 8059830,
Stearns,2142142,945032700,STEARNS 945032700 LKWSPR #8 MEDPL STEEL 8040025,
Stearns,2142143,945032800,STEARNS 945032800 LKWSPR #10 MEDPL STEEL 8023306,
Stearns,2142144,945033000,STEARNS 945033000 LKWSPR 1/4 MEDPL STEEL 8040862,
Stearns,2142145,945033100,STEARNS 945033100 LKWSPR 5/16 MEDPL STEEL 8023307,
Stearns,2142146,945033200,STEARNS 945033200 LKWSPR 3/8 MEDPL STEEL 8023308,
Stearns,2142147,945033400,STEARNS 945033400 LKWSPR 1/2 MEDPL STEEL 8040942,
Stearns,2142148,945034800,STEARNS 945034800 LKWSPR #10 MEDSTNL 8023311,
Stearns,2142149,945035000,STEARNS 945035000 LKWSPR 1/4 MED316-STNL 8023312,
Stearns,2142150,945035100,STEARNS 945035100 LKWSPR 5/16 MEDSTNL 8059832,
Stearns,2142151,945035200,STEARNS 945035200 LKWSPR 3/8 REGSTNL 8071516,
Stearns,2142152,945042800,STEARNS 945042800 LKWEXT TOOTH #10 STDPLS 8023315,
Stearns,2142153,945043000,STEARNS 945043000 LKWEXT TOOTH 1/4 STDPLS 8059833,
Stearns,2142154,945052700,STEARNS 945052700 LKWINT TOOTH #8 STDPLS 8023318,
Stearns,2142155,945063000,STEARNS 945063000 LKWEXT-INT 1/4 STDPLS 8023320,
Stearns,2142156,945082800,STEARNS 945082800 LKWDISHED-TH PER #10PLS 8059839,
Stearns,2142157,945131600,STEARNS 945131600 LKWSPR 5/8 HI-COLLARSTL 8023324,
Stearns,2142158,945132800,STEARNS 945132800 LKWSPR #10 HI-COLLARPLS 8040310,
Stearns,2142159,945133000,STEARNS 945133000 LKW SPR 1/4^ HI-COL 8040085,
Stearns,2142160,945133100,STEARNS 945133100 LKWSPR 5/16 HI-COLLARPS 8023325,
Stearns,2142162,945133600,STEARNS 945133600 LKWSPR 5/8 HI-COLLARPLS 8023327,
Stearns,2142163,945135100,STEARNS 945135100 LKWSPR 5/16 HI-CLRSTNL 8023328,
Stearns,2142164,945135200,STEARNS 945135200 LKWSPR 3/8 HI-CLRSTNL 8059841,
Stearns,2142165,946000300,STEARNS 946000300 SHOULDER WASHER NYLON 8059842,
Stearns,2142166,946000500,STEARNS 946000500 FLAT WASHER ST ZN PL 8075056,
Stearns,2142167,946000600,STEARNS 946000600 BELLEVILLE- 1/4^ SPRING 8075055,
Stearns,2142168,946001000,STEARNS 946001000 WASHERSHOULDER #10 8094893,
Stearns,2142169,946002400,STEARNS 946002400 WASHERCU RING 26X31X2MM 166911,
Stearns,2142170,950041200,STEARNS 950041200 KEY 1/8 SQ X 3/4 LG STEEL 8040625,
Stearns,2142171,950080800,STEARNS 950080800 KEY 3/16 SQ X 1/2 LG STL 8089508,
Stearns,2142172,950101600,STEARNS 950101600 KEY 1/4 SQ X 1 LG STEEL 8023339,
Stearns,2142173,950102400,STEARNS 950102400 KEY 1/4 SQ X 1.5 LG STEEL 8023340,
Stearns,2142174,950103000,STEARNS 950103000 KEY 1/4 SQ X 1.88 LG STL 8023341,
Stearns,2142175,950103200,STEARNS 950103200 KEY 1/4 SQ X 2 LG STEEL 8023342,
Stearns,2142176,950103900,STEARNS 950103900 KEY 1/4 SQ X 2.44 LG STL 8059846,
Stearns,2142177,950121200,STEARNS 950121200 KEY 5/16SQ X .75 LG STL 8005871,
Stearns,2142178,950123000,STEARNS 950123000 KEY 5/16 SQ X 1.88 LG STL 8023343,
Stearns,2142179,950184000,STEARNS 950184000 KEY 1/2 SQ X 2.5 LG STEEL 8059849,
Stearns,2142180,950184800,STEARNS 950184800 KEY 1/2 SQ X 3 LG STEEL 8059850,
Stearns,2142183,960042000,STEARNS 960042000 TERM #8 W/ SLV-22/18 WIRE 8044604,
Stearns,2142184,960045200,STEARNS 960045200 OBS-BUTT CONNRED-22/18 8023357,
Stearns,2142185,960080300,STEARNS 960080300 TERM JUMPER-.015 141J 8023366,
Stearns,2142186,960081900,STEARNS 960081900 RELEASE ROD EXTENSION 8005731,
Stearns,2142187,960092500,STEARNS 960092500 TERMINAL BLOCK 4 CONTACT 8047088,
Stearns,2142188,961000100,STEARNS 961000100 WIRE NUT(TAN) 8059865,
Stearns,2142189,961001000,STEARNS 961001000 LDW CLAMPSTL W/NY-1/4 ID 8059866,
Stearns,2142190,961001200,STEARNS 961001200 LDW CLAMPNYLON-3/16 ID 8023372,
Stearns,2142191,961007400,STEARNS 961007400 CABLE TIESTD-.19 X 7-3/8 8059867,
Stearns,2142192,961007700,STEARNS 961007700 CLAMPPL STL-3/8 ID 8039979,
Stearns,2142193,961115600,STEARNS 961115600 SNAP-IN BLANK 5/16 HOLE 8094790,
Stearns,2142194,961116200,STEARNS 961116200 SNAP-IN-BLANK7/8 HOLE 8040117,
Stearns,2142195,961116300,STEARNS 961116300 SNAP BUSHING 8059868,
Stearns,2142196,962202800,STEARNS 962202800 HTR-115V CKT-SHOCKPROOF 8046608,
Stearns,2142197,962204500,STEARNS 962204500 CRTG HTR-48V CKT-UL APPD 8023380,
Stearns,2142198,962204800,STEARNS 962204800 CRTG HTR-115V CKT-56 8023381,
Stearns,2142199,962205000,STEARNS 962205000 DNR-HTR-120V CKT-UL APPD 8023382,
Stearns,2142200,962205500,STEARNS 962205500 HTR-460V CKT-SHOCKPROOF 127519,
Stearns,2142201,962205700,STEARNS 962205700 CRTG HTR-115V 25W-87X00 8039978,
Stearns,2142202,962205800,STEARNS 962205800 CRTG HTR-115V 50W-81 & 82 8041035,
Stearns,2142203,962205900,STEARNS 962205900 CRTG HTR-115V 75W-86000 8045484,
Stearns,2142204,962206000,STEARNS 962206000 CRTG HTR-230V 25W-87X00 8048027,
Stearns,2142205,962206001,STEARNS 962206001 CRTG HTR-230V 15W-56 & 65 155814,
Stearns,2142206,962206100,STEARNS 962206100 CRTG HTR-230V 50W-81 & 82 8046522,
Stearns,2142207,962206200,STEARNS 962206200 CRTG HTR-230V 75W-86000 8045899,
Stearns,2142208,962208100,STEARNS 962208100 DNR FLEX USE 962205800 140411,
Stearns,2142209,962501100,STEARNS 962501100 ARC SUPPRESSION MODULE 8045549,
Stearns,2142210,962800300,STEARNS 962800300 SNAP ACT PROTECTOR-COIL 128873,
Stearns,2142211,962801700,STEARNS 962801700 SNAP ACT PROTECTOR-UL BRK 8040435,
Stearns,2142212,962801900,STEARNS 962801900 SNAP ACT PROTECTOR-EP MTG 8009369,
Stearns,2142213,962802000,STEARNS 962802000 PROXIMITY SENSOR 8064993,
Stearns,2142214,962802600,STEARNS 962802600 THERMOSTATNC-OPN @ 250 F 8001095,
Stearns,2142215,962820500,STEARNS 962820500 SNAP ACT MICRO SW-MAN REL 8023385,
Stearns,2142216,962820700,STEARNS 962820700 SNAP ACTING SW-WEAR IND 8023386,
Stearns,2142217,962820800,STEARNS 962820800 SNAP ACTING SW-SIDE REL 8023387,
Stearns,2142218,962822000,STEARNS 962822000 SNAP ACT SW-WEARLVR ARM 8047762,
Stearns,2142219,962822200,STEARNS 962822200 SNAP ACT SW-WEAR.219 OT 8059877,
Stearns,2142220,962823000,STEARNS 962823000 SNAP ACTING SWITCH SPDT 8045719,
Stearns,2142221,962823601,STEARNS 962823601 MICRO SWITCH BZ-2RQ7722 154533,
Stearns,2142222,967000100,STEARNS 967000100 CORR INHIBITOR 2.5 D X 2^ 151864,
Stearns,2142223,970080100,STEARNS 970080100 SPR-CMP-.30 D X 1.25-STNL 8044635,
Stearns,2142224,970080600,STEARNS 970080600 SPR-CMP-.25 D X .38-RED 8023391,
Stearns,2142225,970080900,STEARNS 970080900 SPR-CMP-.25 D X .63-PL ST 8023393,
Stearns,2142226,970081500,STEARNS 970081500 SPRCMP-.25 D X .41-WHITE 8044709,
Stearns,2142227,970090600,STEARNS 970090600 VERT.SP.PUSH IN-BLUE 8013286,
Stearns,2142228,970090700,STEARNS 970090700 VERT.SP.PUSH IN-NATURAL 8013287,
Stearns,2142229,970090800,STEARNS 970090800 VERT.SP.PUSH IN-COPPER 8013288,
Stearns,2142230,970100400,STEARNS 970100400 SPRCMP-.30 D X .56-WHITE 8040263,
Stearns,2142231,970100500,STEARNS 970100500 SPRCMP-.30 D X .50-BLUE 8023400,
Stearns,2142232,970100600,STEARNS 970100600 SPRCMP-.30 D X .44-YELLO 8023401,
Stearns,2142233,970100800,STEARNS 970100800 SPRCMP-.30 D X .69-STNL 8023402,
Stearns,2142234,970100900,STEARNS 970100900 SPRCMP-.30 D X .62-ORNGE 8023403,
Stearns,2142235,970110500,STEARNS 970110500 SPRCMP-.36 D X .50-RED 8040584,
Stearns,2142236,970110600,STEARNS 970110600 SPRCMP-.36 D X .44-GREEN 8023409,
Stearns,2142237,970110700,STEARNS 970110700 SPRCMP-.36 D X 1.38-STNL 8040488,
Stearns,2142238,970110900,STEARNS 970110900 SPRCMP-.36 D X 1.12-STNL 8059882,
Stearns,2142239,970111500,STEARNS 970111500 VERT.SP.PUSH IN PLAIN 8005300,
Stearns,2142240,970111600,STEARNS 970111600 VERT.SP.PUSH IN PURPLE 8005301,
Stearns,2142241,970111800,STEARNS 970111800 VERT.SP.PUSH IN BLUE 8005303,
Stearns,2142242,970111900,STEARNS 970111900 VERT.SP.PUSH IN RED 8005304,
Stearns,2142243,970112100,STEARNS 970112100 VERT SPR PUSH IN-YELLOW 149156,
Stearns,2142244,970112200,STEARNS 970112200 VERT SPR PUSH IN-GREEN 149157,
Stearns,2142245,970112300,STEARNS 970112300 VERT SPR PUSH IN-BLUE 149158,
Stearns,2142246,970112500,STEARNS 970112500 VERT SPR PUSH IN-RED 192795,
Stearns,2142247,970112600,STEARNS 970112600 VERT SPR PUSH IN-ORANGE 170514,
Stearns,2142248,970121000,STEARNS 970121000 SPRCMP-.39 D X 1.31-GRN 8044763,
Stearns,2142249,970121500,STEARNS 970121500 SPRCMP-.368 D X 2.0 GRN 8088782,
Stearns,2142250,970130200,STEARNS 970130200 SPRCMP-.41 D X 1.25-PLS 8023417,
Stearns,2142251,970130400,STEARNS 970130400 SPRCMP-.42 D X .63-STNL 8023418,
Stearns,2142252,970151400,STEARNS 970151400 SPRCMP-.48 D X .53-WHITE 8046114,
Stearns,2142253,970151500,STEARNS 970151500 SPRCMP-.48 D X .49-BLUE 8046115,
Stearns,2142254,970151600,STEARNS 970151600 SPRCMP-.48 D X .45-GREEN 8046113,
Stearns,2142255,970152300,STEARNS 970152300 SPRCMP-.47 D X 2.0-PLS 8088783,
Stearns,2142256,970152400,STEARNS 970152400 SPRCMP-.46 D X 2.0-PLS 8088784,
Stearns,2142257,970152500,STEARNS 970152500 SPRCMP-.48 D X 1.06 8040166,
Stearns,2142258,970161000,STEARNS 970161000 SPRCMP-.53 D X 1.5-PLS 8023426,
Stearns,2142259,970161400,STEARNS 970161400 SPRCMP-.54 D X 2.25-PLS 8047682,
Stearns,2142260,970161500,STEARNS 970161500 SPRCMP-.56 D X 2.31-PLS 8047683,
Stearns,2142261,970190501,STEARNS 970190501 SPRCMP-.60D X.62-NATURAL 213680,
Stearns,2142262,970190701,STEARNS 970190701 SPRCMP-.60D X .62-ORANGE 261767,
Stearns,2142263,970250700,STEARNS 970250700 SPRCMP-.81D X 5.0-BLK 8088136,
Stearns,2142264,970270700,STEARNS 970270700 SPRCMP-.88D X 4.4-WHITE 8088135,
Stearns,2142265,970460100,STEARNS 970460100 SPRCMP-1.89 D X 8.22-GRN 8040211,
Stearns,2142266,970580100,STEARNS 970580100 SPRCMP-1.88 D X 8.75-RED 8040795,
Stearns,2142267,970600100,STEARNS 970600100 SPRCMP-1.88 OD X 7.75 YL 8040029,
Stearns,2142268,971000400,STEARNS 971000400 REL SPREXT-.31 OD-STNL 8023440,
Stearns,2142269,971000500,STEARNS 971000500 REL SPREXT-.24 OD-STNL 8059893,
Stearns,2142270,971001400,STEARNS 971001400 REL SPREXT-.36 OD-STNL 8040282,
Stearns,2142271,971001500,STEARNS 971001500 REL SPREXT-.50 OD-STNL 8059895,
Stearns,2142272,971002700,STEARNS 971002700 REL SPREXT-.24 OD-STNL 8099835,
Stearns,2142273,971100400,STEARNS 971100400 WRAP SPR-.99 ID-ST/FIN-LH 8090131,
Stearns,2142274,971208100,STEARNS 971208100 SPR WSHR-.380 ID X .75 OD 8059898,
Stearns,2142275,501080105,STEARNS 501080105 M.B.& COIL ASSY 75-91V 8E 8020488,
Stearns,2142276,501080108,STEARNS 501080108 M.B.& COIL ASSY 95-115V 8 8020489,
Stearns,2142277,501080113,STEARNS 501080113 M.B.& COIL ASSY 190-230V 8020490,
Stearns,2142278,501080205,STEARNS 501080205 M.B.& COIL ASSY 75-91V 8E 8020491,
Stearns,2142279,501080208,STEARNS 501080208 M.B.& COIL 8E 95-115 VDC 8020492,
Stearns,2142280,501080213,STEARNS 501080213 M.B.& COIL ASSY 190-230V 8031929,
Stearns,2142281,501083401,STEARNS 501083401 MAG BDY & COIL 70/230VDC 8020493,
Stearns,2142282,501083501,STEARNS 501083501 MAG BDY & COIL ASSY 230V 8020494,
Stearns,2142283,501083901,STEARNS 501083901 M.B.& COIL 8SCE-S3 FORM 6 8031936,
Stearns,2142284,501100110,STEARNS 501100110 M.B.& COIL ASSY 110-125V 8020498,
Stearns,2142285,501100117,STEARNS 501100117 M.B.& COIL ASSY 220-250V 8020499,
Stearns,2142286,501100207,STEARNS 501100207 M.B.& COIL ASSY 85-99V 10 8031946,
Stearns,2142287,501100210,STEARNS 501100210 M.B.& COIL ASSY 110-125V 8020500,
Stearns,2142288,501100217,STEARNS 501100217 M.B.& COIL ASSY 220-250V 8020501,
Stearns,2142289,501100610,STEARNS 501100610 M.B.& COIL ASSY 110-125V 8020502,
Stearns,2142290,501100617,STEARNS 501100617 M.B.& COIL ASSY 220-250V 8020503,
Stearns,2142291,501100700,STEARNS 501100700 MB/COIL 2-90-1001 CB 50V 8031948,
Stearns,2142292,501100801,STEARNS 501100801 M.B./COIL 10 SCE FORM 1 8020504,
Stearns,2142293,501100901,STEARNS 501100901 MAG BDY & COIL ASSY 230V1 8031949,
Stearns,2142294,501101101,STEARNS 501101101 M.B./COIL 10 SCE FORM 6 8039989,
Stearns,2142295,501101201,STEARNS 501101201 M B & COIL ASSY 1006 SCEB 8031951,
Stearns,2142296,501101801,STEARNS 501101801 MAG BODY/COIL 10 SCEB B.E 8097318,
Stearns,2142297,501120114,STEARNS 501120114 M.B.& COIL ASSY 195-234V 8031960,
Stearns,2142298,501120207,STEARNS 501120207 M.B.& COIL ASSY 76-94V 12 8031963,
Stearns,2142299,501120209,STEARNS 501120209 M.B.& COIL ASSY 95-118V 1 8020508,
Stearns,2142300,501120214,STEARNS 501120214 M.B.& COIL ASSY 195-234V 8020509,
Stearns,2142301,501120604,STEARNS 501120604 M.B.& COIL ASSY 61-75V 12 8031966,
Stearns,2142302,501120609,STEARNS 501120609 M.B.& COIL ASSY 95-118V 1 8020510,
Stearns,2142303,501120614,STEARNS 501120614 M.B.& COIL ASSY 195-234V 8020511,
Stearns,2142304,501120802,STEARNS 501120802 MAG BDY & COIL ASSY 8031970,
Stearns,2142305,501121301,STEARNS 501121301 M.B.COIL ASSY 12 SCEB-S3 8031973,
Stearns,2142306,501121416,STEARNS 501121416 MB/COIL 12E-S CR ON MB 8031976,
Stearns,2142307,501141001,STEARNS 501141001 M.B. & COIL ASSY 70/230 V 8020514,
Stearns,2142308,501141108,STEARNS 501141108 M.B.& COIL ASSY 194-230V 8020515,
Stearns,2142309,501141202,STEARNS 501141202 M.B.& COIL ASSY 61-74V 14 8031989,
Stearns,2142310,501141205,STEARNS 501141205 M.B./COIL 97-115V 14E 8031991,
Stearns,2142311,501141208,STEARNS 501141208 M.B.& COIL ASSY 194-230V 8020516,
